Country,first_seq,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
Philippines,2021-04-27,2021-08-24,DanishCluster,2021-12-26,119,True,0.0172563273824391,652.8250698324023,11.26536312849162,6382.7116466421285
Ecuador,2021-05-04,2021-09-17,DanishCluster,2022-01-02,136,True,0.0644254440428081,522.3667113540271,33.653707332164586,860.3666623107509
Latvia,2021-05-07,2021-05-16,DanishCluster,2022-01-05,9,True,0.0177061682476675,23.225443491674607,0.4112336100902863,613.1454545454545
Peru,2021-05-18,2021-11-02,DanishCluster,2022-01-16,168,True,0.0909440561187073,1161.0710778660164,105.592513263255,1602.7388618169166
Dominican Republic,2021-05-21,2021-05-21,DanishCluster,2022-01-19,0,True,0.0127933813869261,151.822102425876,1.9423180592991915,882.3986197377502
Seychelles,2021-06-04,2021-06-04,DanishCluster,2022-02-02,0,True,0.003489821354383,7.559673366834171,0.0263819095477386,882.3986197377502
Oman,2021-06-09,2021-06-09,DanishCluster,2022-02-07,0,True,0.0107096452430013,582.6142735768904,6.239592183517417,882.3986197377502
Benin,2021-06-14,2021-07-16,DanishCluster,2022-02-12,32,True,0.0129791363415817,14.604074402125775,0.1895482728077945,3.808823529411765
Argentina,2021-06-24,2021-10-10,DanishCluster,2022-02-22,108,True,0.0219286160149749,2021.1520414527656,44.32106702490045,8146.138763784636
Kuwait,2021-07-01,2021-09-22,DanishCluster,2022-03-01,83,True,0.0059370411070806,1767.200859291085,10.491944146079485,562.3674293813915
Georgia,2021-07-11,2021-07-11,DanishCluster,2022-03-11,0,True,0.014455710164602,236.90452261306527,3.424623115577889,882.3986197377502
Suriname,2021-07-12,2021-07-12,DanishCluster,2022-03-12,0,True,0.0250181136257085,7.362096015061186,0.1841857546281769,882.3986197377502
Botswana,2021-07-23,2021-07-23,DanishCluster,2022-03-23,0,True,0.0140798918664304,23.130506868782568,0.3256750355281857,882.3986197377502
Armenia,2021-07-31,2021-07-31,DanishCluster,2022-03-31,0,True,0.0200512798226934,966.8487394957984,19.386554621848735,882.3986197377502
Austria,2021-08-13,2021-08-13,DanishCluster,2022-04-13,0,True,0.0161240984270269,15.732619311613862,0.2536743022954068,882.3986197377502
Kazakhstan,2021-08-17,2021-08-17,DanishCluster,2022-04-17,0,True,0.0151337188290567,582.0886551465064,8.809166040570998,882.3986197377502
Sri Lanka,2021-08-28,2021-08-28,DanishCluster,2022-04-28,0,True,0.0203602359823226,127.03239415398524,2.586409522374567,882.3986197377502
Bulgaria,2021-10-02,2021-10-02,DanishCluster,2022-06-02,0,True,0.0415346966552649,15.728941718268665,0.6532968229766313,882.3986197377502
Malaysia,2021-10-02,2021-10-02,DanishCluster,2022-06-02,0,True,0.0117103864714068,158.17173337052014,1.8522521266211127,882.3986197377502
Bahrain,2021-10-14,2021-10-30,DanishCluster,2022-06-14,16,True,0.0050326235395275,78.26777887742118,0.3938922663650502,56.03921568627453
Equatorial Guinea,2021-02-06,2021-02-06,20A.S.126A,2021-10-07,0,True,0.0154177124417353,16.851963746223564,0.2598187311178248,882.3986197377502
Cameroon,2021-02-10,2021-09-17,20A.S.126A,2021-10-11,219,True,0.0160161097712318,757.2163120567376,12.127659574468083,253.7390171472364
France,2021-02-25,2021-07-29,20A.S.126A,2021-10-26,154,True,0.0182262807554446,21704.531813684203,395.59289050168775,167643.85843833582
Belgium,2021-03-01,2021-08-10,20A.S.126A,2021-10-30,162,True,0.0221139033545704,172.23483256324272,3.808784441594165,2204.913780681776
UK,2021-03-01,2021-08-02,20A.S.126A,2021-10-30,154,True,0.021928825331117,409.8391789757033,8.987291769606609,116548.66194450713
Central African Republic,2021-03-02,2021-04-26,20A.S.126A,2021-10-31,55,True,0.0136568123393316,500.7816091954023,6.839080459770115,21.628024606971973
Gabon,2021-03-07,2021-05-08,20A.S.126A,2021-11-05,62,True,0.0061027654489586,92.251968503937,0.562992125984252,129.28091397849462
Germany,2021-03-09,2021-07-22,20A.S.126A,2021-11-07,135,True,0.0243855290876983,214.11744835260532,5.221367264986212,9808.482591479413
Philippines,2021-03-09,2021-03-09,20A.S.126A,2021-11-07,0,True,0.0208651162170984,26.205831005586592,0.5467877094972067,882.3986197377502
Lithuania,2021-03-15,2021-06-24,20A.S.126A,2021-11-13,101,True,0.0157040812663771,564.3158651332985,8.862062205959226,844.4053864552649
Switzerland,2021-03-16,2021-09-06,20A.S.126A,2021-11-14,174,True,0.013911232843237,126.22371853750704,1.7559275389144806,976.9385736677116
Luxembourg,2021-03-17,2021-06-10,20A.S.126A,2021-11-15,85,True,0.0116221246607845,3.225126011913854,0.0374828165572017,145.2909476862116
USA,2021-03-25,2021-06-19,20A.S.126A,2021-11-23,86,True,0.0177650107399797,180.894006155994,3.2135839621592046,40423.40996573595
Czech Republic,2021-03-25,2021-04-19,20A.S.126A,2021-11-23,25,True,0.0178023361666576,141.55973431786464,2.5200939779893656,4272.163418803417
Spain,2021-03-26,2021-03-31,20A.S.126A,2021-11-24,5,True,0.0229753013759483,35.68617146499676,0.8199005443620678,6346.600000000001
South Korea,2021-03-27,2021-09-01,20A.S.126A,2021-11-25,158,True,0.0090171925716813,2375.739332140166,21.422499058025625,889.7613237401483
Angola,2021-03-29,2021-03-30,20A.S.126A,2021-11-27,1,True,0.0241637363628166,12.900261703983716,0.311718522826403,49.99999999999999
Canada,2021-04-04,2021-06-21,20A.S.126A,2021-12-03,78,True,0.0187777359803369,1158.9218161952167,21.7619278863664,84334.23330087634
Ireland,2021-04-08,2021-04-08,20A.S.126A,2021-12-07,0,True,0.0197603066873015,1.501515777869643,0.0296704122665263,882.3986197377502
Norway,2021-04-09,2021-04-09,20A.S.126A,2021-12-08,0,True,0.0066589433308346,0.7831281210688827,0.0052148057789806,882.3986197377502
Ghana,2021-04-14,2021-04-14,20A.S.126A,2021-12-13,0,True,0.0083408944324802,31.740804996530187,0.2647467036780014,882.3986197377502
Italy,2021-04-15,2021-07-09,20A.S.126A,2021-12-14,85,True,0.0299300150802707,224.81800534216168,6.728806290207291,4585.631803386952
Sweden,2021-04-16,2021-05-19,20A.S.126A,2021-12-15,33,True,0.0136428203338778,5.43693298618231,0.074175099897819,4786.872574484339
Portugal,2021-04-18,2021-05-14,20A.S.126A,2021-12-17,26,True,0.0202037369603947,163.4992851689916,3.303296550766882,392.3223443223444
Finland,2021-04-28,2021-07-09,20A.S.126A,2021-12-27,72,True,0.0100722217114604,5.150501144345355,0.0518769894509772,137.45427619400226
Netherlands,2021-05-05,2021-05-05,20A.S.126A,2022-01-03,0,True,0.0111803329376786,26.48850156527625,0.2961502665200101,0.0
Indonesia,2021-05-05,2021-05-05,20A.S.126A,2022-01-03,0,True,0.0273985640123476,85.62322214911171,2.3459533329959004,882.3986197377502
Congo (Brazzaville),2021-05-14,2021-07-28,20A.S.126A,2022-01-12,75,True,0.0134539373669808,780.8152295632699,10.505039193729004,25.83052631578948
Benin,2021-05-25,2021-05-25,20A.S.126A,2022-01-23,0,True,0.0125856697819314,7.108060230292294,0.0894596988485385,882.3986197377502
Congo (Kinshasa),2021-06-03,2021-07-11,20A.S.126A,2022-02-01,38,True,0.0222025872810892,256.6220930232558,5.697674418604652,325.0473684210528
Senegal,2021-06-05,2021-06-05,20A.S.126A,2022-02-03,0,True,0.0275035430328361,45.20195439739414,1.243213897937025,882.3986197377502
India,2021-06-10,2021-06-10,20A.S.126A,2022-02-08,0,True,0.0124024319463861,158.9873786882308,1.9718301445151056,882.3986197377502
Togo,2021-06-15,2021-06-15,20A.S.126A,2022-02-13,0,True,0.0092300930334774,10.557617942768754,0.0974477958236658,882.3986197377502
Nigeria,2021-07-26,2021-07-26,20A.S.126A,2022-03-26,0,True,0.0124559314515187,17.105031948881788,0.2130591054313099,882.3986197377502
China,2019-10-22,2020-05-25,S.Q677H.Mockingbird,2020-06-21,216,True,0.0530906593406593,12148.220858895706,644.9570552147239,18381.46188632872
Laos,2020-07-07,2020-07-10,S.Q677H.Mockingbird,2021-03-07,3,True,0.0,1.7272727272727273,0.0,0.0
USA,2020-11-07,2021-07-20,S.Q677H.Mockingbird,2021-07-08,255,False,0.0176591003928793,6587.353855105452,116.32674305072804,91634.70458307111
Chile,2020-12-23,2020-12-26,S.Q677H.Mockingbird,2021-08-23,3,True,0.0274133764710207,22.443702647963395,0.6152576700922662,2411.899999999999
Brazil,2021-01-03,2021-01-03,S.Q677H.Mockingbird,2021-09-03,0,True,0.0253531500104569,23.049005675470347,0.5843648984820724,882.3986197377502
India,2021-02-13,2021-02-13,S.Q677H.Mockingbird,2021-10-14,0,True,0.0142726140629843,59.2231702084906,0.8452694519722157,882.3986197377502
China,2019-10-22,2021-04-26,S.K417,2020-06-21,552,False,0.0435928811790322,46365.98773006135,2021.2269938650304,3827.861638521811
UK,2020-04-16,2021-11-23,S.K417,2020-12-15,586,False,0.0144788421973542,42411.53120510752,614.0698676669175,226742.806830424
Canada,2020-04-18,2021-11-23,S.K417,2020-12-17,584,False,0.0166815927562712,37389.524827000125,623.7168265145077,56107.88725668959
Germany,2020-04-19,2021-10-29,S.K417,2020-12-18,558,False,0.0209702749653441,9180.442904833326,192.516412017998,9482.64550753073
United Arab Emirates,2020-04-22,2021-05-02,S.K417,2020-12-21,375,False,0.0030412661441976,8136.270279599586,24.744563341387643,1349.7795948981316
USA,2020-05-20,2021-11-20,S.K417,2021-01-18,549,False,0.0161056029192247,87975.8773420464,1416.9045469414189,90787.16699944012
Djibouti,2020-06-15,2021-05-07,S.K417,2021-02-13,326,False,0.0130753600141355,1119.1820224719102,14.63370786516854,12.65953356936057
Brazil,2020-06-26,2021-11-25,S.K417,2021-02-24,517,False,0.0278266273150839,1774.7133664030032,49.38428743799437,45831.91860551806
Laos,2020-07-07,2020-07-10,S.K417,2021-03-07,3,True,0.0,1.7272727272727273,0.0,0.0
Japan,2020-07-12,2021-09-17,S.K417,2021-03-12,432,False,0.0102252972838549,612.4440875136555,6.2624228645664175,3068.4132151755625
South Africa,2020-08-17,2021-11-23,S.K417,2021-04-17,463,False,0.0303975230266281,283400.7065150626,8614.6795020543,5812.431342059932
Mozambique,2020-08-22,2021-06-22,S.K417,2021-04-22,304,False,0.0117073170731707,9473.809135399672,110.91288743882544,289.13408998629654
Angola,2020-08-25,2021-07-16,S.K417,2021-04-25,325,False,0.023430385666117,4347.835998836871,101.87147426577494,109.59613544557544
Zimbabwe,2020-09-01,2021-06-25,S.K417,2021-05-02,297,False,0.0380609062963044,7561.5165785679965,287.7981739548294,149.8907328770183
Botswana,2020-09-09,2021-11-23,S.K417,2021-05-10,440,False,0.0124118940468117,16597.51776409285,206.0066319279962,475.2185220941524
Bangladesh,2020-10-27,2021-07-13,S.K417,2021-06-27,259,False,0.0160835788398088,58175.27777777778,935.6666666666666,2034.9571810916648
India,2020-11-01,2021-10-09,S.K417,2021-07-02,342,False,0.0132707771443129,63616.78175557885,844.2441333166787,95655.05401436672
Denmark,2020-11-02,2021-11-19,S.K417,2021-07-03,382,False,0.0062798982871174,264.908067824973,1.6635957213776509,2516.679570130411
Madagascar,2020-11-03,2021-04-26,S.K417,2021-07-04,174,True,0.0167845748370092,5495.162264150943,92.23396226415096,71.86340797133902
Sweden,2020-11-08,2021-11-19,S.K417,2021-07-09,376,False,0.0127109910955763,5436.272497471323,69.10041130848481,2741.019386641726
Switzerland,2020-11-12,2021-10-15,S.K417,2021-07-13,337,False,0.0130565381568493,1131.1654227769764,14.769104504196164,1479.436812437643
Eswatini,2020-11-13,2021-07-09,S.K417,2021-07-14,238,True,0.0346832499115223,1343.304449648712,46.59016393442623,59.38408195914349
Norway,2020-11-19,2021-10-18,S.K417,2021-07-20,333,False,0.0044896798309767,634.9789044333473,2.8508519803301184,475.1269496505174
Malawi,2020-11-25,2021-06-21,S.K417,2021-07-26,208,True,0.0335395543335051,5045.811044003452,169.23425366695426,168.9601069982648
Malaysia,2020-12-01,2021-11-05,S.K417,2021-08-01,339,False,0.0116935927905128,34128.01143494631,399.0790684702273,7265.381703383349
Zambia,2020-12-01,2021-06-04,S.K417,2021-08-01,185,True,0.0131841099455151,8970.305289672544,118.26549118387908,508.6763153355183
Mauritius,2020-12-06,2021-06-17,S.K417,2021-08-06,193,True,0.0104106419895893,8.28972602739726,0.0863013698630137,6.207974590443473
Australia,2020-12-10,2021-11-28,S.K417,2021-08-10,353,False,0.0095486733703422,1800.868778280543,17.195907746648135,3074.9831709515743
Kenya,2020-12-15,2021-07-14,S.K417,2021-08-15,211,True,0.0196494954859267,3521.0101061571127,69.18607218683651,533.1775928755039
Lesotho,2020-12-16,2021-01-18,S.K417,2021-08-16,33,True,0.0143915645483043,1129.3333333333333,16.25287356321839,146.3255920550038
Israel,2020-12-17,2021-10-11,S.K417,2021-08-17,298,False,0.0060709397723015,3668.679749734285,22.272333804499084,2186.575551166081
Finland,2020-12-19,2021-09-12,S.K417,2021-08-19,267,False,0.0080302103079242,216.7845473916818,1.7408255070633731,351.4071853879594
Belgium,2020-12-20,2021-11-24,S.K417,2021-08-20,339,False,0.0161197088651466,7242.579507348055,116.74827309112824,2363.384132012134
Ireland,2020-12-22,2021-10-07,S.K417,2021-08-22,289,False,0.0132719672423717,211.8057486815238,2.8110789582472098,801.0845751989343
Netherlands,2020-12-22,2021-11-09,S.K417,2021-08-22,322,False,0.0083681898113094,27202.48643709281,227.63556984516453,22380.792363474757
France,2020-12-22,2021-10-26,S.K417,2021-08-22,308,False,0.0163771060524388,1158152.373116587,18967.184239414026,186661.1200279833
Austria,2020-12-23,2021-11-28,S.K417,2021-08-23,340,False,0.0108354624358098,7524.9700865790655,81.5365307037203,1534.6943307034187
Spain,2020-12-24,2021-10-15,S.K417,2021-08-24,295,False,0.0174492906448256,28667.58046091495,500.2289435464301,9838.869300425236
South Korea,2020-12-26,2021-09-15,S.K417,2021-08-26,263,False,0.0085235594612938,270.27905990957044,2.3037396382818387,734.8735764271595
Rwanda,2020-12-28,2021-08-26,S.K417,2021-08-28,241,True,0.0123942207251088,2723.080516287646,33.750460971112474,263.74022550836327
New Zealand,2020-12-29,2021-08-20,S.K417,2021-08-29,234,True,0.0086869361844303,17.497631287168634,0.1520008063703255,6.330925499551534
Qatar,2020-12-29,2021-09-03,S.K417,2021-08-29,248,False,0.0025805898491083,16611.269349845203,42.86687306501548,414.92321803342406
Portugal,2021-01-02,2021-11-27,S.K417,2021-09-02,329,False,0.0161474280801186,3085.0572558817407,49.8157401623985,1550.0458534972774
Cameroon,2021-01-05,2021-09-17,S.K417,2021-09-05,255,False,0.0160161097712318,757.2163120567376,12.127659574468083,273.57761286907777
Comoros,2021-01-05,2021-01-10,S.K417,2021-09-05,5,True,0.0156521739130434,150.0,2.347826086956522,35.42857142857142
Ghana,2021-01-06,2021-08-06,S.K417,2021-09-06,212,True,0.0080237518086325,424.70194309507286,3.407702984038862,185.8812502949277
Luxembourg,2021-01-09,2021-07-06,S.K417,2021-09-09,178,True,0.0114330440130264,1001.0241637391172,11.444753322132277,149.32590128261464
Panama,2021-01-11,2021-01-12,S.K417,2021-09-11,1,True,0.0159982882778602,1096.5115384615383,17.54230769230769,3739.999999999998
Equatorial Guinea,2021-01-12,2021-08-27,S.K417,2021-09-12,227,True,0.0134089174751989,1302.5105740181268,17.46525679758308,19.04264045836848
Greece,2021-01-14,2021-07-25,S.K417,2021-09-14,192,True,0.027101250422866,568.647810143793,15.41106670512134,1885.44323720688
Russia,2021-01-19,2021-06-21,S.K417,2021-09-19,153,True,0.0242096091138487,7178.870280178057,173.79764336213668,9847.950478490511
Brunei,2021-01-20,2021-01-20,S.K417,2021-09-20,0,True,0.0172413793103448,1.6893203883495145,0.029126213592233,882.3986197377502
Latvia,2021-01-21,2021-07-01,S.K417,2021-09-21,161,True,0.0183272727272727,74.86048727371717,1.3719885667619436,510.10769714957513
Turkey,2021-01-21,2021-11-11,S.K417,2021-09-21,294,False,0.0087418687192173,52321.64058663258,457.38891318241446,19764.268018173832
Congo (Kinshasa),2021-01-22,2021-06-20,S.K417,2021-09-22,149,True,0.0232484329127985,989.188953488372,22.99709302325581,80.83286901640069
Indonesia,2021-01-25,2021-06-02,S.K417,2021-09-25,128,True,0.027791653223407,2317.8784734524475,64.41767474819052,5954.839456618961
Oman,2021-01-27,2021-04-23,S.K417,2021-09-27,86,True,0.0104815466488196,944.4927782497876,9.899745114698383,569.2169570605819
Italy,2021-01-29,2021-11-28,S.K417,2021-09-29,303,False,0.0266930627271198,2430.3394228960537,64.87320266355668,6908.587321991475
Philippines,2021-01-31,2021-08-31,S.K417,2021-10-01,212,True,0.016809248101748,149986.16615747206,2521.15467877095,6791.350282261371
Gabon,2021-02-01,2021-04-11,S.K417,2021-10-02,69,True,0.0061542934677263,108.3254593175853,0.6666666666666666,146.60178462076806
Guinea-Bissau,2021-02-01,2021-02-01,S.K417,2021-10-02,0,True,0.0170842824601366,13.03960396039604,0.2227722772277227,882.3986197377502
Thailand,2021-02-03,2021-09-18,S.K417,2021-10-04,227,True,0.010421757863314,4856.351680327869,50.61172131147541,5519.9587010733285
Togo,2021-02-03,2021-04-01,S.K417,2021-10-04,57,True,0.0103247606532757,41.19876256767208,0.4253673627223511,89.54421852410101
Seychelles,2021-02-05,2021-06-01,S.K417,2021-10-06,116,True,0.0034447123665173,211.5251256281407,0.7286432160804021,81.26503469256248
Nigeria,2021-02-05,2021-08-02,S.K417,2021-10-06,178,True,0.0123598784611951,104.68789936102236,1.293929712460064,118.28471324252506
Singapore,2021-02-07,2021-08-18,S.K417,2021-10-08,192,True,0.0006934603672324,528.3400164789892,0.3663828618511398,29.867964117835587
Mexico,2021-02-08,2021-10-29,S.K417,2021-10-09,263,False,0.0757310008423877,3725.158480601639,282.10998003247056,7207.512536441246
Poland,2021-02-08,2021-10-25,S.K417,2021-10-09,259,False,0.0256888718631127,2336.96344848499,60.03395457690903,4533.9518917553405
Slovakia,2021-02-08,2021-11-06,S.K417,2021-10-09,271,False,0.0140515347085144,650.8681553927844,9.145696476168489,903.9175898716
Croatia,2021-02-09,2021-10-16,S.K417,2021-10-10,249,False,0.0208080860170693,433.5798396969487,9.021966599681242,689.6592909326552
Slovenia,2021-02-09,2021-09-29,S.K417,2021-10-10,232,True,0.0155883872159489,97.06685113447703,1.5131156613171002,408.08940490962846
Costa Rica,2021-02-10,2021-08-09,S.K417,2021-10-11,180,True,0.0122769715218022,1757.9572060993603,21.582390555828823,1401.1162588792429
Bosnia and Herzegovina,2021-02-11,2021-06-07,S.K417,2021-10-12,116,True,0.0460398219265202,294.32685385169185,13.550755939524835,840.4235714606846
Central African Republic,2021-02-11,2021-02-26,S.K417,2021-10-12,15,True,0.0125899280575539,38.3448275862069,0.4827586206896552,0.6367647058823527
Uganda,2021-02-13,2021-07-15,S.K417,2021-10-14,152,True,0.0252469690166142,944.4866071428572,23.845424107142858,284.4868186509054
Czech Republic,2021-02-16,2021-11-26,S.K417,2021-10-17,283,False,0.0156197290053817,4134.748608878447,64.58365277606035,1600.4967660903112
Estonia,2021-02-17,2021-04-23,S.K417,2021-10-18,65,True,0.0094139286012875,157.31621210023536,1.480963588536619,1101.6174094562148
Monaco,2021-02-22,2021-02-22,S.K417,2021-10-23,0,True,0.0116710875331564,7.059925093632959,0.0823970037453183,882.3986197377502
Ethiopia,2021-02-22,2021-05-27,S.K417,2021-10-23,94,True,0.0152554088870981,846.0578577013291,12.906958561376076,1439.093309070549
Somalia,2021-02-28,2021-02-28,S.K417,2021-10-29,0,True,0.0329337191677001,453.5625,14.9375,882.3986197377502
Iceland,2021-02-28,2021-08-12,S.K417,2021-10-29,165,True,0.0032446463335496,2.022221250164035,0.0065613927649709,10.484120914796907
Lithuania,2021-03-02,2021-11-03,S.K417,2021-10-31,246,False,0.0143942991728882,67.76283978044955,0.9753985886042864,650.2996723864978
Sri Lanka,2021-03-02,2021-07-10,S.K417,2021-10-31,130,True,0.0126981917804205,287.9639897544071,3.6566219677565166,1616.5547749959967
Côte d'Ivoire,2021-03-06,2021-04-13,S.K417,2021-11-04,38,True,0.0059427813984314,275.1671732522796,1.635258358662614,305.3904858299597
Egypt,2021-03-07,2021-03-07,S.K417,2021-11-05,0,True,0.058953475279218,213.3901601830664,12.580091533180775,882.3986197377502
Jordan,2021-03-07,2021-04-18,S.K417,2021-11-05,42,True,0.0120208812883305,1747.256749872644,21.003565970453387,6493.4104500151
North Macedonia,2021-03-10,2021-03-10,S.K417,2021-11-08,0,True,0.0296901026889494,49.12859712230216,1.45863309352518,882.3986197377502
Pakistan,2021-03-15,2021-10-09,S.K417,2021-11-13,208,True,0.022341546007003,20445.514979439984,456.7844135500294,2960.7446987223284
Namibia,2021-03-17,2021-06-17,S.K417,2021-11-15,92,True,0.0157890232770424,6952.033755274261,109.76582278481013,230.2725075348392
Suriname,2021-03-19,2021-03-31,S.K417,2021-11-17,12,True,0.0194036395527296,14.311264512080326,0.2776906181361782,5.148351648351649
Romania,2021-03-24,2021-09-30,S.K417,2021-11-22,190,True,0.0300250958928982,344.51751376366394,10.344171387536903,775.0571231744286
Taiwan,2021-03-24,2021-04-26,S.K417,2021-11-22,33,True,0.0108695652173913,9.705494505494505,0.1054945054945055,2.6206264323911377
Sudan,2021-03-27,2021-03-29,S.K417,2021-11-25,2,True,0.0645715923201834,1422.2037735849055,91.83396226415094,0.0
Liberia,2021-03-31,2021-05-20,S.K417,2021-11-29,50,True,0.0396825396825396,41.06070287539936,1.6293929712460065,1.7180995475113117
South Sudan,2021-03-31,2021-04-29,S.K417,2021-11-29,29,True,0.0107883032081006,80.25569620253165,0.8658227848101265,13.103003337041152
Iran,2021-04-03,2021-05-08,S.K417,2021-12-02,35,True,0.0282216255722979,8921.182432432432,251.77027027027023,21657.13230373231
Bahrain,2021-04-04,2021-10-26,S.K417,2021-12-03,205,True,0.00503551611329,547.5597342004806,2.7572458645553515,581.5259115883688
Chile,2021-04-06,2021-09-06,S.K417,2021-12-05,153,True,0.0226057948518634,215.48799789963243,4.871277473557873,4110.62946351561
Malta,2021-04-09,2021-06-01,S.K417,2021-12-08,53,True,0.0137183642733195,84.99907235621521,1.1660482374768089,17.101505622260337
Burkina Faso,2021-04-10,2021-04-10,S.K417,2021-12-09,0,True,0.0117320160543377,41.79354838709678,0.4903225806451612,882.3986197377502
Saudi Arabia,2021-04-15,2021-09-06,S.K417,2021-12-14,144,True,0.0157342689406374,19153.735362997657,301.37002341920373,1094.6332624783497
Guatemala,2021-04-19,2021-04-19,S.K417,2021-12-18,0,True,0.0339874864467798,146.32486263736263,4.973214285714286,882.3986197377502
Tunisia,2021-04-24,2021-05-28,S.K417,2021-12-23,34,True,0.0365928551375631,5427.809523809524,198.6190476190476,1188.1535014005603
Argentina,2021-04-24,2021-04-24,S.K417,2021-12-23,0,True,0.0216011120668814,136.53850213500937,2.949383486062467,882.3986197377502
Nepal,2021-04-30,2021-08-17,S.K417,2021-12-29,109,True,0.0140432446215485,16556.002994011975,232.5,3228.9195771250816
Georgia,2021-05-23,2021-09-28,S.K417,2022-01-21,128,True,0.0145797091935536,3827.5125628140704,55.80402010050251,2387.462438506261
Benin,2021-05-23,2021-05-23,S.K417,2022-01-21,0,True,0.0125856697819314,7.108060230292294,0.0894596988485385,882.3986197377502
Burundi,2021-05-27,2021-05-31,S.K417,2022-01-25,4,True,0.0012526096033402,106.44444444444444,0.1333333333333333,36.5
Cambodia,2021-05-31,2021-09-10,S.K417,2022-01-29,102,True,0.020563431923735,121.31466227347612,2.4946457990115323,705.7158107455083
Bulgaria,2021-06-09,2021-07-01,S.K417,2022-02-07,22,True,0.0428227408260686,39.38469676696643,1.6865606621651057,85.47529644268774
Morocco,2021-06-17,2021-06-17,S.K417,2022-02-15,0,True,0.0175566141332171,462.9453744493392,8.127753303964758,882.3986197377502
Ecuador,2021-06-30,2021-07-20,S.K417,2022-02-28,20,True,0.0643252585020065,147.86408167474477,9.51139527688976,948.9402597402594
Colombia,2021-07-01,2021-09-15,S.K417,2022-03-01,76,True,0.0254840950616143,5664.356365252166,144.3509960749463,7471.06659130343
Kuwait,2021-07-07,2021-07-07,S.K417,2022-03-07,0,True,0.0055765152602599,396.59183673469386,2.2116004296455425,882.3986197377502
Albania,2021-07-09,2021-07-09,S.K417,2022-03-09,0,True,0.0185246643535978,634.3540669856459,11.751196172248804,882.3986197377502
Andorra,2021-07-15,2021-07-19,S.K417,2022-03-15,4,True,0.0088446270631659,222.6201550387597,1.9689922480620157,24.0
Peru,2021-07-22,2021-10-24,S.K417,2022-03-22,94,True,0.0911042102430074,5065.084851879922,461.4505552443405,981.5303891377384
Paraguay,2021-08-19,2021-08-19,S.K417,2022-04-19,0,True,0.0339084594040874,484.479872881356,16.427966101694917,882.3986197377502
Liechtenstein,2021-09-20,2021-09-20,S.K417,2022-05-21,0,True,0.0164352507792575,6.683712121212121,0.1098484848484848,882.3986197377502
Netherlands,2020-06-12,2021-05-13,S.S98F,2021-02-10,335,False,0.0109385267050031,71108.49310432354,777.8221507741772,25960.99187614282
Belgium,2020-07-02,2021-05-21,S.S98F,2021-03-02,323,False,0.0237494878481196,6158.450309839131,146.26004079677335,3504.8480211337787
UK,2020-08-03,2021-05-23,S.S98F,2021-04-03,293,False,0.0285778977315736,11508.30043339118,328.8830328496783,265178.8334190019
Spain,2020-08-06,2021-05-01,S.S98F,2021-04-06,268,False,0.022194747731108,3637.635031129687,80.73639185376472,13764.9817547948
Germany,2020-08-10,2021-07-19,S.S98F,2021-04-10,343,False,0.0243945160066399,8451.177477381585,206.1623842469399,12856.430074551849
Denmark,2020-08-10,2021-03-22,S.S98F,2021-04-10,224,True,0.0105640768632209,2618.139413813667,27.65822600615575,3521.4582427307214
Austria,2020-08-11,2021-05-20,S.S98F,2021-04-11,282,False,0.0164583124874924,362.1407440609592,5.960225530208309,2535.696956492734
Switzerland,2020-08-16,2021-06-18,S.S98F,2021-04-16,306,False,0.0153372090868794,2492.0447835212844,38.221011898733295,2582.1232339545245
France,2020-08-18,2021-06-22,S.S98F,2021-04-18,308,False,0.0185665558466043,38213.45052299285,709.4921632265984,250953.2748064964
Slovenia,2020-08-20,2021-03-04,S.S98F,2021-04-20,196,True,0.0200636365988048,82.0061796716473,1.645342187788231,1159.2140204489735
Italy,2020-08-26,2021-04-12,S.S98F,2021-04-26,229,True,0.0303238919312497,1379.258184417441,41.82447612956623,17065.14099995315
Croatia,2020-09-08,2021-04-23,S.S98F,2021-05-09,227,True,0.0212773297954754,147.29263391310374,3.133993948213337,1456.0663450703014
Ireland,2020-09-09,2021-02-15,S.S98F,2021-05-10,159,True,0.0187640801893518,3.953587132173325,0.0741854259836897,1136.3266670573073
Greece,2020-09-11,2021-05-02,S.S98F,2021-05-12,233,True,0.0301741806236324,913.4773186106876,27.563429607350336,1371.8200553046313
Serbia,2020-09-14,2021-02-21,S.S98F,2021-05-15,160,True,0.0099326676438255,1898.434782608696,18.85652173913044,3189.703427651254
Sweden,2020-09-17,2021-05-12,S.S98F,2021-05-18,237,True,0.013879295752451,2398.275909246773,33.28638064041438,4264.747109160915
Finland,2020-09-17,2021-03-26,S.S98F,2021-05-18,190,True,0.0115250460869219,31.73693210217557,0.3657696051350854,336.2222960870765
South Korea,2020-09-17,2020-11-28,S.S98F,2021-05-18,72,True,0.0154623935666982,11.151469480030142,0.1724284099472494,124.434808095767
Iceland,2020-09-17,2021-02-27,S.S98F,2021-05-18,163,True,0.0047941808563398,9.790166659376233,0.0469358295787585,21.432561587746385
Canada,2020-09-19,2020-12-03,S.S98F,2021-05-20,75,True,0.0322902291348078,48.82420784266116,1.5765448585650117,52899.97517429938
Australia,2020-09-19,2020-12-05,S.S98F,2021-05-20,77,True,0.0324691578759163,16.36525137679872,0.5313659306323346,109.05398399069286
